instrument,exchange,tm,value,type,timeinterval
BTCUSD_PERP,binance,2022/2/17 11:23,8569185,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:23,76246.833,,minutes
BTCUSDT,binance,2022/2/17 11:22,76259.664,,minutes
BTCUSD_PERP,binance,2022/2/17 11:22,8558472,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:21,76225.564,,minutes
BTCUSD_PERP,binance,2022/2/17 11:21,8559173,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 11:20,8557280,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:20,76221.844,,minutes
BTCUSD_PERP,binance,2022/2/17 11:19,8558156,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:19,76216.711,,minutes
BTCUSD_PERP,binance,2022/2/17 11:18,8563972,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:18,76257.697,,minutes
BTCUSD_PERP,binance,2022/2/17 11:17,8560719,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:17,76256.847,,minutes
BTCUSDT,binance,2022/2/17 11:16,76254.652,,minutes
BTCUSD_PERP,binance,2022/2/17 11:16,8561835,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 11:15,8562122,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:15,76249.025,,minutes
BTCUSD_PERP,binance,2022/2/17 11:14,8567292,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:14,76252.857,,minutes
BTCUSDT,binance,2022/2/17 11:13,76249.05,,minutes
BTCUSD_PERP,binance,2022/2/17 11:13,8568238,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 11:12,8566375,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:12,76208.113,,minutes
BTCUSDT,binance,2022/2/17 11:11,76197.346,,minutes
BTCUSD_PERP,binance,2022/2/17 11:11,8565872,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:10,76125.894,,minutes
BTCUSD_PERP,binance,2022/2/17 11:10,8551464,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 11:09,8549603,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:09,76113.835,,minutes
BTCUSD_PERP,binance,2022/2/17 11:08,8551247,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:08,76061.87,,minutes
BTCUSD_PERP,binance,2022/2/17 11:07,8561152,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:07,76061.192,,minutes
BTCUSD_PERP,binance,2022/2/17 11:06,8561237,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:06,76052.117,,minutes
BTCUSD_PERP,binance,2022/2/17 11:05,8561109,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:05,76051.198,,minutes
BTCUSDT,binance,2022/2/17 11:04,76051.718,,minutes
BTCUSD_PERP,binance,2022/2/17 11:04,8556890,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 11:03,8559475,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:03,76088.688,,minutes
BTCUSD_PERP,binance,2022/2/17 11:02,8561445,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:02,76070.97,,minutes
BTCUSDT,binance,2022/2/17 11:01,76061.429,,minutes
BTCUSD_PERP,binance,2022/2/17 11:01,8562491,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 11:00,75987.713,,minutes
BTCUSD_PERP,binance,2022/2/17 11:00,8554976,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:59,75964.652,,minutes
BTCUSD_PERP,binance,2022/2/17 10:59,8552492,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:58,8554542,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:58,75913.152,,minutes
BTCUSDT,binance,2022/2/17 10:57,75880.034,,minutes
BTCUSD_PERP,binance,2022/2/17 10:57,8556243,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:56,8559074,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:56,75789.231,,minutes
BTCUSD_PERP,binance,2022/2/17 10:55,8549077,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:55,75829.412,,minutes
BTCUSDT,binance,2022/2/17 10:54,75823.495,,minutes
BTCUSD_PERP,binance,2022/2/17 10:54,8549654,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:53,75822.247,,minutes
BTCUSD_PERP,binance,2022/2/17 10:53,8548352,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:52,75814.575,,minutes
BTCUSD_PERP,binance,2022/2/17 10:52,8544367,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:51,8543591,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:51,75813.983,,minutes
BTCUSDT,binance,2022/2/17 10:50,75801.248,,minutes
BTCUSD_PERP,binance,2022/2/17 10:50,8543018,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:49,8542858,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:49,75777.595,,minutes
BTCUSDT,binance,2022/2/17 10:48,75769.852,,minutes
BTCUSD_PERP,binance,2022/2/17 10:48,8540115,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:47,8532165,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:47,75884.873,,minutes
BTCUSDT,binance,2022/2/17 10:46,75897.303,,minutes
BTCUSD_PERP,binance,2022/2/17 10:46,8529137,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:45,75941.021,,minutes
BTCUSD_PERP,binance,2022/2/17 10:45,8532247,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:44,75987.558,,minutes
BTCUSD_PERP,binance,2022/2/17 10:44,8535177,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:43,75976.23,,minutes
BTCUSD_PERP,binance,2022/2/17 10:43,8530830,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:42,75975.248,,minutes
BTCUSD_PERP,binance,2022/2/17 10:42,8523332,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:41,8524248,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:41,75976.796,,minutes
BTCUSD_PERP,binance,2022/2/17 10:40,8520985,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:40,75982.369,,minutes
BTCUSD_PERP,binance,2022/2/17 10:39,8521294,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:39,75972.866,,minutes
BTCUSD_PERP,binance,2022/2/17 10:38,8523900,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:38,75952.793,,minutes
BTCUSDT,binance,2022/2/17 10:37,75955.442,,minutes
BTCUSD_PERP,binance,2022/2/17 10:37,8522641,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:36,75946.996,,minutes
BTCUSD_PERP,binance,2022/2/17 10:36,8523171,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:35,8522216,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:35,75928.443,,minutes
BTCUSD_PERP,binance,2022/2/17 10:34,8525804,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:34,75913.58,,minutes
BTCUSD_PERP,binance,2022/2/17 10:33,8533005,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:33,75965.497,,minutes
BTCUSDT,binance,2022/2/17 10:32,75955.605,,minutes
BTCUSD_PERP,binance,2022/2/17 10:32,8530077,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:31,75988.494,,minutes
BTCUSD_PERP,binance,2022/2/17 10:31,8529446,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:30,8530025,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:30,75990.513,,minutes
BTCUSDT,binance,2022/2/17 10:29,76001.78,,minutes
BTCUSD_PERP,binance,2022/2/17 10:29,8529227,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:28,75980.239,,minutes
BTCUSD_PERP,binance,2022/2/17 10:28,8544517,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:27,8546498,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:27,75983.729,,minutes
BTCUSDT,binance,2022/2/17 10:26,75976.585,,minutes
BTCUSD_PERP,binance,2022/2/17 10:26,8544066,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:25,75987.864,,minutes
BTCUSD_PERP,binance,2022/2/17 10:25,8543866,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:24,8539890,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:24,75980.516,,minutes
BTCUSD_PERP,binance,2022/2/17 10:23,8543044,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:23,75985.382,,minutes
BTCUSDT,binance,2022/2/17 10:22,75982.943,,minutes
BTCUSD_PERP,binance,2022/2/17 10:22,8545149,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:21,8541826,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:21,75975.738,,minutes
BTCUSDT,binance,2022/2/17 10:20,75979.247,,minutes
BTCUSD_PERP,binance,2022/2/17 10:20,8542714,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:19,8541459,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:19,75970.13,,minutes
BTCUSDT,binance,2022/2/17 10:18,75957.924,,minutes
BTCUSD_PERP,binance,2022/2/17 10:18,8541936,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:17,8540586,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:17,75974.571,,minutes
BTCUSDT,binance,2022/2/17 10:16,75984.035,,minutes
BTCUSD_PERP,binance,2022/2/17 10:16,8546280,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:15,8548017,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:15,75977.389,,minutes
BTCUSDT,binance,2022/2/17 10:14,75986.57,,minutes
BTCUSD_PERP,binance,2022/2/17 10:14,8544915,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:13,8537422,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:13,75979.891,,minutes
BTCUSDT,binance,2022/2/17 10:12,75986.995,,minutes
BTCUSD_PERP,binance,2022/2/17 10:12,8544150,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:11,8547207,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:11,75902.658,,minutes
BTCUSDT,binance,2022/2/17 10:10,75926.544,,minutes
BTCUSD_PERP,binance,2022/2/17 10:10,8543401,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:09,8542510,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:09,75926.045,,minutes
BTCUSDT,binance,2022/2/17 10:08,75930.563,,minutes
BTCUSD_PERP,binance,2022/2/17 10:08,8542246,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:07,8538743,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:07,75928.792,,minutes
BTCUSDT,binance,2022/2/17 10:06,75926.475,,minutes
BTCUSD_PERP,binance,2022/2/17 10:06,8538728,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:05,8540060,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:05,75911.743,,minutes
BTCUSDT,binance,2022/2/17 10:04,75881.027,,minutes
BTCUSD_PERP,binance,2022/2/17 10:04,8530334,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:03,8525432,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:03,75883.143,,minutes
BTCUSDT,binance,2022/2/17 10:02,75867.035,,minutes
BTCUSD_PERP,binance,2022/2/17 10:02,8527614,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 10:01,8529922,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 10:01,75864.416,,minutes
BTCUSDT,binance,2022/2/17 10:00,75866.936,,minutes
BTCUSD_PERP,binance,2022/2/17 10:00,8527237,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:59,8534025,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:59,75876.545,,minutes
BTCUSDT,binance,2022/2/17 9:58,75850.308,,minutes
BTCUSD_PERP,binance,2022/2/17 9:58,8536505,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:57,8539733,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:57,75855.936,,minutes
BTCUSDT,binance,2022/2/17 9:56,75853.822,,minutes
BTCUSD_PERP,binance,2022/2/17 9:56,8539597,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:55,8538428,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:55,75841.791,,minutes
BTCUSDT,binance,2022/2/17 9:54,75815.255,,minutes
BTCUSD_PERP,binance,2022/2/17 9:54,8534086,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:53,8526399,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:53,75749.109,,minutes
BTCUSDT,binance,2022/2/17 9:52,75755.094,,minutes
BTCUSD_PERP,binance,2022/2/17 9:52,8525375,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:51,8516866,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:51,75700.705,,minutes
BTCUSDT,binance,2022/2/17 9:50,75689.34,,minutes
BTCUSD_PERP,binance,2022/2/17 9:50,8514271,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:49,8515573,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:49,75664.534,,minutes
BTCUSDT,binance,2022/2/17 9:48,75655.55,,minutes
BTCUSD_PERP,binance,2022/2/17 9:48,8519518,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:47,8513298,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:47,75652.563,,minutes
BTCUSDT,binance,2022/2/17 9:46,75648.44,,minutes
BTCUSD_PERP,binance,2022/2/17 9:46,8512769,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:45,8512004,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:45,75593.132,,minutes
BTCUSDT,binance,2022/2/17 9:44,75628.608,,minutes
BTCUSD_PERP,binance,2022/2/17 9:44,8513830,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:43,8516006,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:43,75586.277,,minutes
BTCUSDT,binance,2022/2/17 9:42,75572.006,,minutes
BTCUSD_PERP,binance,2022/2/17 9:42,8519496,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:41,8521301,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:41,75588.507,,minutes
BTCUSDT,binance,2022/2/17 9:40,75642.911,,minutes
BTCUSD_PERP,binance,2022/2/17 9:40,8517544,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:39,8516291,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:39,75649.299,,minutes
BTCUSDT,binance,2022/2/17 9:38,75596.075,,minutes
BTCUSD_PERP,binance,2022/2/17 9:38,8518388,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:37,8523017,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:37,75569.299,,minutes
BTCUSDT,binance,2022/2/17 9:36,75553.279,,minutes
BTCUSD_PERP,binance,2022/2/17 9:36,8521816,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:35,8522770,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:35,75578.333,,minutes
BTCUSDT,binance,2022/2/17 9:34,75630.849,,minutes
BTCUSD_PERP,binance,2022/2/17 9:34,8526970,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:33,8529148,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:33,75601.024,,minutes
BTCUSDT,binance,2022/2/17 9:32,75584.419,,minutes
BTCUSD_PERP,binance,2022/2/17 9:32,8529756,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:31,8534532,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:31,75562.155,,minutes
BTCUSDT,binance,2022/2/17 9:30,75537.179,,minutes
BTCUSD_PERP,binance,2022/2/17 9:30,8531438,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:29,8519498,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:29,75604.054,,minutes
BTCUSDT,binance,2022/2/17 9:28,75673.759,,minutes
BTCUSD_PERP,binance,2022/2/17 9:28,8509604,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:27,8508373,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:27,75687.538,,minutes
BTCUSDT,binance,2022/2/17 9:26,75623.324,,minutes
BTCUSD_PERP,binance,2022/2/17 9:26,8510004,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:25,8509291,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:25,75645.341,,minutes
BTCUSDT,binance,2022/2/17 9:24,75615.421,,minutes
BTCUSD_PERP,binance,2022/2/17 9:24,8509974,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:23,8499685,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:23,75631.374,,minutes
BTCUSDT,binance,2022/2/17 9:22,75549.335,,minutes
BTCUSD_PERP,binance,2022/2/17 9:22,8500847,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:21,8506600,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:21,75450.802,,minutes
BTCUSDT,binance,2022/2/17 9:20,75798.086,,minutes
BTCUSD_PERP,binance,2022/2/17 9:20,8524917,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:19,8568093,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:19,76284.532,,minutes
BTCUSDT,binance,2022/2/17 9:18,76163.598,,minutes
BTCUSD_PERP,binance,2022/2/17 9:18,8556839,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:17,8558693,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:17,76136.253,,minutes
BTCUSDT,binance,2022/2/17 9:16,76072.339,,minutes
BTCUSD_PERP,binance,2022/2/17 9:16,8554029,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:15,8552292,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:15,76016.428,,minutes
BTCUSDT,binance,2022/2/17 9:14,76007.561,,minutes
BTCUSD_PERP,binance,2022/2/17 9:14,8551879,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:13,8551148,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:13,75967.395,,minutes
BTCUSDT,binance,2022/2/17 9:12,75996.807,,minutes
BTCUSD_PERP,binance,2022/2/17 9:12,8550362,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:11,8551694,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:11,75974.978,,minutes
BTCUSDT,binance,2022/2/17 9:10,75961.019,,minutes
BTCUSD_PERP,binance,2022/2/17 9:10,8551494,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:09,8552796,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:09,75896.764,,minutes
BTCUSDT,binance,2022/2/17 9:08,75791.358,,minutes
BTCUSD_PERP,binance,2022/2/17 9:08,8547845,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:07,8552005,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:07,75763.193,,minutes
BTCUSDT,binance,2022/2/17 9:06,75746.781,,minutes
BTCUSD_PERP,binance,2022/2/17 9:06,8549042,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:05,8552605,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:05,75686.511,,minutes
BTCUSDT,binance,2022/2/17 9:04,75612.114,,minutes
BTCUSD_PERP,binance,2022/2/17 9:04,8546671,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:03,8550779,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:03,75611.832,,minutes
BTCUSDT,binance,2022/2/17 9:02,75607.699,,minutes
BTCUSD_PERP,binance,2022/2/17 9:02,8545997,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 9:01,8548014,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 9:01,75592.055,,minutes
BTCUSDT,binance,2022/2/17 9:00,75583.62,,minutes
BTCUSD_PERP,binance,2022/2/17 9:00,8546444,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 8:59,8541645,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:59,75573.315,,minutes
BTCUSDT,binance,2022/2/17 8:58,75567.728,,minutes
BTCUSD_PERP,binance,2022/2/17 8:58,8537241,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 8:57,8536085,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:57,75543.805,,minutes
BTCUSDT,binance,2022/2/17 8:56,75544.49,,minutes
BTCUSD_PERP,binance,2022/2/17 8:56,8535033,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 8:55,8530345,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:55,75544.878,,minutes
BTCUSD_PERP,binance,2022/2/17 8:54,8532464,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:54,75525.408,,minutes
BTCUSDT,binance,2022/2/17 8:53,75503.041,,minutes
BTCUSD_PERP,binance,2022/2/17 8:53,8524758,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:52,75420.753,,minutes
BTCUSD_PERP,binance,2022/2/17 8:52,8524783,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:51,75382.88,,minutes
BTCUSD_PERP,binance,2022/2/17 8:51,8525571,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 8:50,8525134,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:50,75363.25,,minutes
BTCUSD_PERP,binance,2022/2/17 8:49,8521935,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:49,75312.57,,minutes
BTCUSDT,binance,2022/2/17 8:48,75277.621,,minutes
BTCUSD_PERP,binance,2022/2/17 8:48,8523365,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 8:47,8525325,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:47,75247.987,,minutes
BTCUSDT,binance,2022/2/17 8:46,75267.725,,minutes
BTCUSD_PERP,binance,2022/2/17 8:46,8521242,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:45,75246.396,,minutes
BTCUSD_PERP,binance,2022/2/17 8:45,8502802,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:44,75218.867,,minutes
BTCUSD_PERP,binance,2022/2/17 8:44,8497681,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:43,75135.927,,minutes
BTCUSD_PERP,binance,2022/2/17 8:43,8500282,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 8:42,8499458,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:42,75070.284,,minutes
BTCUSDT,binance,2022/2/17 8:41,75044.009,,minutes
BTCUSD_PERP,binance,2022/2/17 8:41,8504474,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 8:40,8508320,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:40,74896.372,,minutes
BTCUSDT,binance,2022/2/17 8:39,74832.785,,minutes
BTCUSD_PERP,binance,2022/2/17 8:39,8511286,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 8:38,8504976,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:38,74766.954,,minutes
BTCUSD_PERP,binance,2022/2/17 8:37,8494815,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:37,74757.543,,minutes
BTCUSD_PERP,binance,2022/2/17 8:36,8494099,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:36,74689.344,,minutes
BTCUSD_PERP,binance,2022/2/17 8:35,8480584,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:35,74687.756,,minutes
BTCUSD_PERP,binance,2022/2/17 8:34,8475050,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:34,74550.461,,minutes
BTCUSDT,binance,2022/2/17 8:33,74530.926,,minutes
BTCUSD_PERP,binance,2022/2/17 8:33,8463994,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:32,74527.705,,minutes
BTCUSD_PERP,binance,2022/2/17 8:32,8456607,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 8:31,8476382,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:31,74547.488,,minutes
BTCUSDT,binance,2022/2/17 8:30,74624.112,,minutes
BTCUSD_PERP,binance,2022/2/17 8:30,8475998,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:29,74820.026,,minutes
BTCUSD_PERP,binance,2022/2/17 8:29,8475778,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:28,74932.156,,minutes
BTCUSD_PERP,binance,2022/2/17 8:28,8479299,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:27,74969.308,,minutes
BTCUSD_PERP,binance,2022/2/17 8:27,8467124,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:26,75073.203,,minutes
BTCUSD_PERP,binance,2022/2/17 8:26,8474891,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:25,75043.729,,minutes
BTCUSD_PERP,binance,2022/2/17 8:25,8474397,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 8:24,8472858,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:24,75040.415,,minutes
BTCUSDT,binance,2022/2/17 8:23,75086.816,,minutes
BTCUSD_PERP,binance,2022/2/17 8:23,8471633,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:22,75116.539,,minutes
BTCUSD_PERP,binance,2022/2/17 8:22,8473459,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 8:21,8468387,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:21,75331.189,,minutes
BTCUSD_PERP,binance,2022/2/17 8:20,8475403,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:20,75267.94,,minutes
BTCUSDT,binance,2022/2/17 8:19,75258.666,,minutes
BTCUSD_PERP,binance,2022/2/17 8:19,8472061,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:18,75225.894,,minutes
BTCUSD_PERP,binance,2022/2/17 8:18,8474187,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:17,75216.429,,minutes
BTCUSD_PERP,binance,2022/2/17 8:17,8465657,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:16,75134.056,,minutes
BTCUSD_PERP,binance,2022/2/17 8:16,8471225,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:15,75110.638,,minutes
BTCUSD_PERP,binance,2022/2/17 8:15,8472878,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:14,75107.306,,minutes
BTCUSD_PERP,binance,2022/2/17 8:14,8475341,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 8:13,75090.649,,minutes
BTCUSD_PERP,binance,2022/2/17 8:13,8474731,PERPETUAL,minutes
