instrument,exchange,tm,value,type,timeinterval
BTCUSDT,binance,2022/2/16 17:20,77410.742,,minutes
BTCUSD_PERP,binance,2022/2/16 17:20,8583192,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 17:19,8583173,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 17:19,77405.248,,minutes
BTCUSDT,binance,2022/2/16 17:18,77411.477,,minutes
BTCUSD_PERP,binance,2022/2/16 17:18,8579729,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 17:17,8581726,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 17:17,77397.303,,minutes
BTCUSDT,binance,2022/2/16 17:16,77350.895,,minutes
BTCUSD_PERP,binance,2022/2/16 17:16,8584978,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 17:15,8586742,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 17:15,77307.36,,minutes
BTCUSDT,binance,2022/2/16 17:14,77324.583,,minutes
BTCUSD_PERP,binance,2022/2/16 17:14,8583461,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 17:13,8582658,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 17:13,77329.336,,minutes
BTCUSDT,binance,2022/2/16 17:12,77351.397,,minutes
BTCUSD_PERP,binance,2022/2/16 17:12,8586004,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 17:11,8587512,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 17:11,77343.303,,minutes
BTCUSDT,binance,2022/2/16 17:10,77339.897,,minutes
BTCUSD_PERP,binance,2022/2/16 17:10,8592018,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 17:09,8595043,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 17:09,77353.645,,minutes
BTCUSDT,binance,2022/2/16 17:08,77336.831,,minutes
BTCUSD_PERP,binance,2022/2/16 17:08,8596241,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 17:07,8599650,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 17:07,77327.512,,minutes
BTCUSDT,binance,2022/2/16 17:06,77305.716,,minutes
BTCUSD_PERP,binance,2022/2/16 17:06,8603358,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 17:05,8605111,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 17:05,77321.686,,minutes
BTCUSDT,binance,2022/2/16 17:04,77294.3,,minutes
BTCUSD_PERP,binance,2022/2/16 17:04,8605204,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 17:03,8608003,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 17:03,77279.11,,minutes
BTCUSDT,binance,2022/2/16 17:02,77261.827,,minutes
BTCUSD_PERP,binance,2022/2/16 17:02,8608048,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 17:01,8613139,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 17:01,77223.145,,minutes
BTCUSDT,binance,2022/2/16 17:00,77065.899,,minutes
BTCUSD_PERP,binance,2022/2/16 17:00,8617617,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:59,8607037,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:59,76759.768,,minutes
BTCUSDT,binance,2022/2/16 16:58,76694.045,,minutes
BTCUSD_PERP,binance,2022/2/16 16:58,8610022,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:57,8610873,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:57,76668.17,,minutes
BTCUSDT,binance,2022/2/16 16:56,76792.344,,minutes
BTCUSD_PERP,binance,2022/2/16 16:56,8594637,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:55,8595898,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:55,76697.013,,minutes
BTCUSDT,binance,2022/2/16 16:54,76705.972,,minutes
BTCUSD_PERP,binance,2022/2/16 16:54,8594923,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:53,8597497,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:53,76692.952,,minutes
BTCUSDT,binance,2022/2/16 16:52,76672.448,,minutes
BTCUSD_PERP,binance,2022/2/16 16:52,8597200,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:51,8599101,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:51,76707.95,,minutes
BTCUSDT,binance,2022/2/16 16:50,76696.553,,minutes
BTCUSD_PERP,binance,2022/2/16 16:50,8595356,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:49,8592469,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:49,76694.507,,minutes
BTCUSDT,binance,2022/2/16 16:48,76691.764,,minutes
BTCUSD_PERP,binance,2022/2/16 16:48,8591253,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:47,8592963,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:47,76684.885,,minutes
BTCUSD_PERP,binance,2022/2/16 16:46,8589192,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:46,76697.95,,minutes
BTCUSD_PERP,binance,2022/2/16 16:45,8592185,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:45,76692.204,,minutes
BTCUSD_PERP,binance,2022/2/16 16:44,8596436,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:44,76657.558,,minutes
BTCUSDT,binance,2022/2/16 16:43,76664.549,,minutes
BTCUSD_PERP,binance,2022/2/16 16:43,8590161,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:42,8592941,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:42,76674.468,,minutes
BTCUSDT,binance,2022/2/16 16:41,76670.828,,minutes
BTCUSD_PERP,binance,2022/2/16 16:41,8595117,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:40,76666.246,,minutes
BTCUSD_PERP,binance,2022/2/16 16:40,8593674,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:39,76664.103,,minutes
BTCUSD_PERP,binance,2022/2/16 16:39,8600442,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:38,8600771,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:38,76668.049,,minutes
BTCUSDT,binance,2022/2/16 16:37,76679.526,,minutes
BTCUSD_PERP,binance,2022/2/16 16:37,8601742,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:36,76677.933,,minutes
BTCUSD_PERP,binance,2022/2/16 16:36,8600650,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:35,76665.865,,minutes
BTCUSD_PERP,binance,2022/2/16 16:35,8601700,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:34,76649.127,,minutes
BTCUSD_PERP,binance,2022/2/16 16:34,8602416,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:33,76625.165,,minutes
BTCUSD_PERP,binance,2022/2/16 16:33,8602377,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:32,8604719,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:32,76602.624,,minutes
BTCUSDT,binance,2022/2/16 16:31,76582.039,,minutes
BTCUSD_PERP,binance,2022/2/16 16:31,8599693,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:30,8593165,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:30,76619.991,,minutes
BTCUSDT,binance,2022/2/16 16:29,76661.397,,minutes
BTCUSD_PERP,binance,2022/2/16 16:29,8600450,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:28,8593890,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:28,76690.24,,minutes
BTCUSDT,binance,2022/2/16 16:27,76695.165,,minutes
BTCUSD_PERP,binance,2022/2/16 16:27,8611858,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:26,76692.865,,minutes
BTCUSD_PERP,binance,2022/2/16 16:26,8616731,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:25,76688.84,,minutes
BTCUSD_PERP,binance,2022/2/16 16:25,8616395,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:24,76715.76,,minutes
BTCUSD_PERP,binance,2022/2/16 16:24,8624686,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:23,76712.26,,minutes
BTCUSD_PERP,binance,2022/2/16 16:23,8623969,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:22,76739.224,,minutes
BTCUSD_PERP,binance,2022/2/16 16:22,8618050,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:21,76731.215,,minutes
BTCUSD_PERP,binance,2022/2/16 16:21,8617539,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:20,8613774,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:20,76704.807,,minutes
BTCUSDT,binance,2022/2/16 16:19,76740.332,,minutes
BTCUSD_PERP,binance,2022/2/16 16:19,8606925,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:18,76828.954,,minutes
BTCUSD_PERP,binance,2022/2/16 16:18,8604112,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:17,8598240,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:17,76929.386,,minutes
BTCUSD_PERP,binance,2022/2/16 16:16,8599279,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:16,76999.302,,minutes
BTCUSDT,binance,2022/2/16 16:15,77018.467,,minutes
BTCUSD_PERP,binance,2022/2/16 16:15,8597645,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:14,8593498,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:14,77176.332,,minutes
BTCUSDT,binance,2022/2/16 16:13,77255.307,,minutes
BTCUSD_PERP,binance,2022/2/16 16:13,8596342,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:12,8598952,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:12,77346.854,,minutes
BTCUSDT,binance,2022/2/16 16:11,77373.748,,minutes
BTCUSD_PERP,binance,2022/2/16 16:11,8592985,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:10,77484.336,,minutes
BTCUSD_PERP,binance,2022/2/16 16:10,8600938,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:09,8595380,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:09,77530.264,,minutes
BTCUSD_PERP,binance,2022/2/16 16:08,8597138,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:08,77574.84,,minutes
BTCUSDT,binance,2022/2/16 16:07,77562.095,,minutes
BTCUSD_PERP,binance,2022/2/16 16:07,8599759,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:06,77593.108,,minutes
BTCUSD_PERP,binance,2022/2/16 16:06,8592145,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:05,77599.02,,minutes
BTCUSD_PERP,binance,2022/2/16 16:05,8592353,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:04,8592052,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:04,77584.379,,minutes
BTCUSDT,binance,2022/2/16 16:03,77595.689,,minutes
BTCUSD_PERP,binance,2022/2/16 16:03,8592663,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:02,8591736,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:02,77584.021,,minutes
BTCUSDT,binance,2022/2/16 16:01,77582.969,,minutes
BTCUSD_PERP,binance,2022/2/16 16:01,8594862,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 16:00,8595227,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 16:00,77576.178,,minutes
BTCUSDT,binance,2022/2/16 15:59,77564.072,,minutes
BTCUSD_PERP,binance,2022/2/16 15:59,8596207,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:58,8596656,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:58,77569.042,,minutes
BTCUSDT,binance,2022/2/16 15:57,77584.986,,minutes
BTCUSD_PERP,binance,2022/2/16 15:57,8595870,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:56,8597511,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:56,77580.966,,minutes
BTCUSDT,binance,2022/2/16 15:55,77564.021,,minutes
BTCUSD_PERP,binance,2022/2/16 15:55,8597470,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:54,8590744,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:54,77529.167,,minutes
BTCUSDT,binance,2022/2/16 15:53,77537.698,,minutes
BTCUSD_PERP,binance,2022/2/16 15:53,8588417,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:52,8590522,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:52,77569.613,,minutes
BTCUSDT,binance,2022/2/16 15:51,77536.755,,minutes
BTCUSD_PERP,binance,2022/2/16 15:51,8591179,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:50,8590994,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:50,77605.881,,minutes
BTCUSDT,binance,2022/2/16 15:49,77647.768,,minutes
BTCUSD_PERP,binance,2022/2/16 15:49,8594308,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:48,8594320,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:48,77648.522,,minutes
BTCUSDT,binance,2022/2/16 15:47,77643.681,,minutes
BTCUSD_PERP,binance,2022/2/16 15:47,8596618,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:46,8598446,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:46,77642.691,,minutes
BTCUSDT,binance,2022/2/16 15:45,77646.972,,minutes
BTCUSD_PERP,binance,2022/2/16 15:45,8599891,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:44,8605602,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:44,77751.602,,minutes
BTCUSDT,binance,2022/2/16 15:43,77885.867,,minutes
BTCUSD_PERP,binance,2022/2/16 15:43,8604448,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:42,8605494,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:42,77920.714,,minutes
BTCUSDT,binance,2022/2/16 15:41,77943.648,,minutes
BTCUSD_PERP,binance,2022/2/16 15:41,8603204,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:40,8606055,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:40,77966.988,,minutes
BTCUSDT,binance,2022/2/16 15:39,78004.467,,minutes
BTCUSD_PERP,binance,2022/2/16 15:39,8606818,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:38,8609113,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:38,78017.565,,minutes
BTCUSDT,binance,2022/2/16 15:37,77911.798,,minutes
BTCUSD_PERP,binance,2022/2/16 15:37,8592608,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:36,8590898,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:36,77948.366,,minutes
BTCUSDT,binance,2022/2/16 15:35,77957.797,,minutes
BTCUSD_PERP,binance,2022/2/16 15:35,8594208,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:34,8590827,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:34,77954.441,,minutes
BTCUSDT,binance,2022/2/16 15:33,77937.639,,minutes
BTCUSD_PERP,binance,2022/2/16 15:33,8592637,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:32,8589384,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:32,77937.938,,minutes
BTCUSDT,binance,2022/2/16 15:31,77930.893,,minutes
BTCUSD_PERP,binance,2022/2/16 15:31,8591541,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:30,8588673,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:30,77916.941,,minutes
BTCUSDT,binance,2022/2/16 15:29,77906.271,,minutes
BTCUSD_PERP,binance,2022/2/16 15:29,8586424,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:28,8585565,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:28,77882.521,,minutes
BTCUSDT,binance,2022/2/16 15:27,77871.717,,minutes
BTCUSD_PERP,binance,2022/2/16 15:27,8584473,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:26,8585036,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:26,77861.991,,minutes
BTCUSDT,binance,2022/2/16 15:25,77853.052,,minutes
BTCUSD_PERP,binance,2022/2/16 15:25,8588410,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:24,8594282,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:24,77861.272,,minutes
BTCUSDT,binance,2022/2/16 15:23,77874.839,,minutes
BTCUSD_PERP,binance,2022/2/16 15:23,8589026,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:22,8593172,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:22,77865.354,,minutes
BTCUSDT,binance,2022/2/16 15:21,77814.227,,minutes
BTCUSD_PERP,binance,2022/2/16 15:21,8584456,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:20,8581411,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:20,77800.033,,minutes
BTCUSDT,binance,2022/2/16 15:19,77772.199,,minutes
BTCUSD_PERP,binance,2022/2/16 15:19,8587839,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:18,77791.108,,minutes
BTCUSD_PERP,binance,2022/2/16 15:18,8585236,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:17,77772.497,,minutes
BTCUSD_PERP,binance,2022/2/16 15:17,8583953,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:16,77787.809,,minutes
BTCUSD_PERP,binance,2022/2/16 15:16,8588150,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:15,8587002,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:15,77746.529,,minutes
BTCUSDT,binance,2022/2/16 15:14,77756.272,,minutes
BTCUSD_PERP,binance,2022/2/16 15:14,8591347,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:13,77748.755,,minutes
BTCUSD_PERP,binance,2022/2/16 15:13,8595750,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:12,8596888,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:12,77760.082,,minutes
BTCUSDT,binance,2022/2/16 15:11,77717.705,,minutes
BTCUSD_PERP,binance,2022/2/16 15:11,8596420,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:10,8597696,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:10,77739.172,,minutes
BTCUSD_PERP,binance,2022/2/16 15:09,8594982,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:09,77708.26,,minutes
BTCUSDT,binance,2022/2/16 15:08,77697.703,,minutes
BTCUSD_PERP,binance,2022/2/16 15:08,8595194,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:07,8600153,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:07,77807.939,,minutes
BTCUSDT,binance,2022/2/16 15:06,77796.354,,minutes
BTCUSD_PERP,binance,2022/2/16 15:06,8608824,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:05,8600577,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:05,77795.105,,minutes
BTCUSD_PERP,binance,2022/2/16 15:04,8599560,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:04,77865.757,,minutes
BTCUSDT,binance,2022/2/16 15:03,77830.824,,minutes
BTCUSD_PERP,binance,2022/2/16 15:03,8596392,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:02,77803.527,,minutes
BTCUSD_PERP,binance,2022/2/16 15:02,8596073,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 15:01,8588624,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:01,77934.339,,minutes
BTCUSD_PERP,binance,2022/2/16 15:00,8592597,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 15:00,77982.952,,minutes
BTCUSDT,binance,2022/2/16 14:59,77815.536,,minutes
BTCUSD_PERP,binance,2022/2/16 14:59,8578443,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:58,77767.522,,minutes
BTCUSD_PERP,binance,2022/2/16 14:58,8578815,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:57,77763.704,,minutes
BTCUSD_PERP,binance,2022/2/16 14:57,8574965,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:56,77727.117,,minutes
BTCUSD_PERP,binance,2022/2/16 14:56,8571450,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:55,8576122,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:55,77717.833,,minutes
BTCUSD_PERP,binance,2022/2/16 14:54,8583563,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:54,77657.693,,minutes
BTCUSD_PERP,binance,2022/2/16 14:53,8562072,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:53,77806.22,,minutes
BTCUSDT,binance,2022/2/16 14:52,77741.844,,minutes
BTCUSD_PERP,binance,2022/2/16 14:52,8552983,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:51,8551877,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:51,77697.908,,minutes
BTCUSDT,binance,2022/2/16 14:50,78042.52,,minutes
BTCUSD_PERP,binance,2022/2/16 14:50,8554808,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:49,77970.738,,minutes
BTCUSD_PERP,binance,2022/2/16 14:49,8547801,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:48,8549506,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:48,77884.234,,minutes
BTCUSDT,binance,2022/2/16 14:47,77859.173,,minutes
BTCUSD_PERP,binance,2022/2/16 14:47,8542538,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:46,8540071,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:46,77869.213,,minutes
BTCUSD_PERP,binance,2022/2/16 14:45,8538032,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:45,77839.134,,minutes
BTCUSDT,binance,2022/2/16 14:44,77878.741,,minutes
BTCUSD_PERP,binance,2022/2/16 14:44,8535176,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:43,8537161,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:43,77771.818,,minutes
BTCUSD_PERP,binance,2022/2/16 14:42,8540554,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:42,77832.883,,minutes
BTCUSDT,binance,2022/2/16 14:41,77837.044,,minutes
BTCUSD_PERP,binance,2022/2/16 14:41,8539402,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:40,77836.131,,minutes
BTCUSD_PERP,binance,2022/2/16 14:40,8539748,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:39,8547599,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:39,77829.723,,minutes
BTCUSD_PERP,binance,2022/2/16 14:38,8547160,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:38,77831.105,,minutes
BTCUSD_PERP,binance,2022/2/16 14:37,8529865,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:37,77810.804,,minutes
BTCUSDT,binance,2022/2/16 14:36,77773.442,,minutes
BTCUSD_PERP,binance,2022/2/16 14:36,8529542,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:35,77731.639,,minutes
BTCUSD_PERP,binance,2022/2/16 14:35,8523220,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:34,77725.754,,minutes
BTCUSD_PERP,binance,2022/2/16 14:34,8518996,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:33,77752.696,,minutes
BTCUSD_PERP,binance,2022/2/16 14:33,8515643,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:32,77782.777,,minutes
BTCUSD_PERP,binance,2022/2/16 14:32,8519437,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:31,77739.908,,minutes
BTCUSD_PERP,binance,2022/2/16 14:31,8523032,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:30,8520435,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:30,77692.988,,minutes
BTCUSDT,binance,2022/2/16 14:29,77761.598,,minutes
BTCUSD_PERP,binance,2022/2/16 14:29,8517968,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:28,8518558,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:28,77742.152,,minutes
BTCUSD_PERP,binance,2022/2/16 14:27,8520405,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:27,77726.394,,minutes
BTCUSDT,binance,2022/2/16 14:26,77681.869,,minutes
BTCUSD_PERP,binance,2022/2/16 14:26,8518289,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:25,77724.279,,minutes
BTCUSD_PERP,binance,2022/2/16 14:25,8514489,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:24,8509793,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:24,77677.038,,minutes
BTCUSD_PERP,binance,2022/2/16 14:23,8511857,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:23,77654.441,,minutes
BTCUSDT,binance,2022/2/16 14:22,77601.407,,minutes
BTCUSD_PERP,binance,2022/2/16 14:22,8486600,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:21,8479790,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:21,77449.655,,minutes
BTCUSDT,binance,2022/2/16 14:20,77440.538,,minutes
BTCUSD_PERP,binance,2022/2/16 14:20,8480315,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:19,77414.051,,minutes
BTCUSD_PERP,binance,2022/2/16 14:19,8481378,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:18,8485638,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:18,77443.501,,minutes
BTCUSD_PERP,binance,2022/2/16 14:17,8485525,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:17,77470.555,,minutes
BTCUSDT,binance,2022/2/16 14:16,77526.118,,minutes
BTCUSD_PERP,binance,2022/2/16 14:16,8478940,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:15,8486127,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:15,77494.47,,minutes
BTCUSDT,binance,2022/2/16 14:14,77447.529,,minutes
BTCUSD_PERP,binance,2022/2/16 14:14,8484454,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:13,8487182,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:13,77420.74,,minutes
BTCUSDT,binance,2022/2/16 14:12,77424.982,,minutes
BTCUSD_PERP,binance,2022/2/16 14:12,8488527,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 14:11,8488778,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 14:11,77355.45,,minutes
BTCUSDT,binance,2022/2/16 14:10,77270.07,,minutes
BTCUSD_PERP,binance,2022/2/16 14:10,8481167,PERPETUAL,minutes
